review_score,product_category_name_english
5,computers_accessories
4,construction_tools_construction
5,garden_tools
5,sports_leisure
2,housewares
5,garden_tools
5,garden_tools
5,garden_tools
5,garden_tools
5,auto
3,baby
1,sports_leisure
5,perfumery
4,pet_shop
3,office_furniture
5,furniture_decor
5,housewares
5,housewares
3,books_technical
3,telephony
5,telephony
5,sports_leisure
5,construction_tools_safety
5,construction_tools_safety
5,construction_tools_safety
5,construction_tools_safety
5,construction_tools_safety
5,construction_tools_safety
5,bed_bath_table
4,housewares
1,fashion_bags_accessories
1,fashion_bags_accessories
5,furniture_decor
3,watches_gifts
4,bed_bath_table
1,furniture_decor
1,art
1,watches_gifts
5,computers_accessories
5,sports_leisure
5,home_appliances
1,telephony
5,telephony
2,sports_leisure
5,electronics
4,toys
5,computers
5,bed_bath_table
5,health_beauty
3,books_imported
5,christmas_supplies
5,health_beauty
5,watches_gifts
4,furniture_decor
4,furniture_decor
1,home_appliances
1,audio
1,watches_gifts
1,watches_gifts
5,housewares
3,baby
5,bed_bath_table
5,bed_bath_table
5,housewares
5,housewares
5,
4,office_furniture
5,sports_leisure
5,watches_gifts
5,sports_leisure
3,furniture_decor
3,furniture_decor
5,housewares
3,bed_bath_table
4,furniture_decor
4,watches_gifts
5,computers_accessories
1,health_beauty
4,bed_bath_table
5,furniture_decor
5,bed_bath_table
1,housewares
1,housewares
1,housewares
1,housewares
1,housewares
1,housewares
5,bed_bath_table
5,bed_bath_table
4,health_beauty
4,stationery
4,health_beauty
5,furniture_decor
3,perfumery
1,sports_leisure
1,sports_leisure
5,toys
5,baby
5,computers_accessories
3,health_beauty
5,health_beauty
5,health_beauty
5,computers_accessories
4,watches_gifts
5,office_furniture
3,auto
5,bed_bath_table
5,health_beauty
3,telephony
5,housewares
3,food_drink
3,food_drink
3,food_drink
3,food_drink
5,sports_leisure
3,garden_tools
5,toys
5,computers_accessories
1,musical_instruments
3,housewares
5,furniture_decor
5,watches_gifts
1,stationery
1,auto
1,
1,books_imported
5,watches_gifts
5,garden_tools
5,telephony
3,telephony
5,auto
4,construction_tools_construction
5,housewares
4,watches_gifts
5,small_appliances
3,computers_accessories
4,audio
5,cool_stuff
4,industry_commerce_and_business
5,bed_bath_table
5,watches_gifts
1,furniture_decor
5,sports_leisure
1,perfumery
1,garden_tools
5,watches_gifts
5,housewares
1,musical_instruments
1,musical_instruments
1,musical_instruments
5,sports_leisure
5,health_beauty
1,small_appliances
5,electronics
5,electronics
5,telephony
5,watches_gifts
5,toys
3,musical_instruments
5,fashion_bags_accessories
4,watches_gifts
5,furniture_living_room
5,sports_leisure
5,bed_bath_table
1,housewares
5,housewares
2,computers_accessories
2,pet_shop
2,housewares
5,furniture_decor
5,sports_leisure
5,musical_instruments
1,computers_accessories
5,computers_accessories
5,computers_accessories
5,housewares
5,toys
5,health_beauty
5,telephony
5,musical_instruments
4,furniture_decor
4,housewares
4,housewares
1,toys
5,auto
5,auto
5,bed_bath_table
5,garden_tools
5,fashion_bags_accessories
5,garden_tools
5,stationery
5,bed_bath_table
5,pet_shop
5,toys
4,health_beauty
5,health_beauty
5,consoles_games
1,health_beauty
5,luggage_accessories
1,fashion_bags_accessories
5,baby
4,home_appliances
3,sports_leisure
1,housewares
5,telephony
5,furniture_decor
4,telephony
4,computers_accessories
5,home_confort
3,bed_bath_table
1,health_beauty
1,baby
1,
5,office_furniture
5,bed_bath_table
4,electronics
5,toys
4,construction_tools_construction
3,sports_leisure
4,sports_leisure
5,sports_leisure
5,furniture_decor
5,bed_bath_table
5,electronics
3,baby
1,consoles_games
5,toys
1,computers_accessories
4,telephony
5,sports_leisure
5,bed_bath_table
4,pet_shop
4,musical_instruments
4,cool_stuff
5,health_beauty
5,health_beauty
5,watches_gifts
5,sports_leisure
5,sports_leisure
5,sports_leisure
1,watches_gifts
4,housewares
1,watches_gifts
5,telephony
5,telephony
5,fashion_bags_accessories
2,bed_bath_table
3,toys
3,electronics
5,bed_bath_table
5,bed_bath_table
5,sports_leisure
3,health_beauty
5,office_furniture
5,computers_accessories
5,computers_accessories
5,office_furniture
3,furniture_decor
5,cool_stuff
5,health_beauty
3,garden_tools
5,furniture_decor
1,toys
5,health_beauty
4,toys
5,
5,furniture_decor
3,computers_accessories
5,bed_bath_table
5,bed_bath_table
5,computers_accessories
5,sports_leisure
5,sports_leisure
2,computers_accessories
4,electronics
5,bed_bath_table
1,sports_leisure
5,sports_leisure
5,toys
5,cool_stuff
5,fashion_bags_accessories
5,watches_gifts
4,health_beauty
5,auto
5,market_place
4,stationery
5,telephony
5,telephony
5,garden_tools
5,housewares
5,luggage_accessories
5,watches_gifts
1,bed_bath_table
1,health_beauty
1,health_beauty
1,health_beauty
3,housewares
5,toys
5,construction_tools_construction
5,fashion_bags_accessories
5,sports_leisure
5,stationery
5,computers_accessories
5,computers_accessories
5,stationery
4,furniture_decor
4,furniture_decor
4,bed_bath_table
5,stationery
3,baby
5,drinks
4,musical_instruments
4,kitchen_dining_laundry_garden_furniture
1,watches_gifts
5,health_beauty
5,toys
5,bed_bath_table
5,bed_bath_table
5,furniture_decor
5,bed_bath_table
4,telephony
5,toys
5,watches_gifts
3,perfumery
1,audio
5,computers_accessories
5,sports_leisure
4,stationery
5,cool_stuff
4,telephony
5,musical_instruments
5,auto
3,cool_stuff
1,watches_gifts
5,furniture_decor
1,cool_stuff
5,toys
5,watches_gifts
3,cool_stuff
1,computers_accessories
5,bed_bath_table
5,bed_bath_table
4,musical_instruments
1,computers_accessories
4,telephony
5,bed_bath_table
5,health_beauty
5,furniture_decor
4,music
4,computers_accessories
4,computers_accessories
4,housewares
4,furniture_decor
4,furniture_decor
3,health_beauty
5,sports_leisure
3,furniture_decor
3,bed_bath_table
3,bed_bath_table
5,health_beauty
4,electronics
5,
5,garden_tools
5,watches_gifts
1,computers_accessories
1,computers_accessories
5,consoles_games
5,watches_gifts
4,watches_gifts
5,bed_bath_table
3,watches_gifts
5,bed_bath_table
5,housewares
5,furniture_decor
5,home_appliances
5,kitchen_dining_laundry_garden_furniture
5,kitchen_dining_laundry_garden_furniture
5,construction_tools_construction
3,bed_bath_table
5,furniture_bedroom
4,watches_gifts
5,construction_tools_safety
3,cool_stuff
3,housewares
4,watches_gifts
5,electronics
5,watches_gifts
5,luggage_accessories
3,sports_leisure
4,watches_gifts
5,electronics
4,perfumery
5,sports_leisure
5,garden_tools
1,cool_stuff
5,bed_bath_table
5,bed_bath_table
1,pet_shop
5,bed_bath_table
5,telephony
5,sports_leisure
5,sports_leisure
5,sports_leisure
5,
5,sports_leisure
5,baby
5,telephony
4,telephony
4,watches_gifts
4,toys
5,health_beauty
2,telephony
5,home_appliances
5,auto
5,sports_leisure
5,auto
4,cool_stuff
4,auto
5,computers_accessories
5,computers_accessories
2,luggage_accessories
5,cool_stuff
2,bed_bath_table
1,computers_accessories
1,toys
1,toys
1,sports_leisure
1,sports_leisure
1,sports_leisure
4,furniture_decor
1,telephony
5,furniture_decor
3,watches_gifts
3,watches_gifts
5,furniture_decor
5,toys
3,furniture_decor
5,small_appliances
1,
5,housewares
5,housewares
5,computers_accessories
3,garden_tools
1,computers_accessories
1,computers_accessories
4,furniture_decor
5,toys
5,computers_accessories
4,toys
5,consoles_games
5,perfumery
4,home_appliances
2,sports_leisure
2,sports_leisure
4,watches_gifts
5,la_cuisine
1,cool_stuff
5,computers_accessories
5,furniture_decor
5,telephony
5,health_beauty
1,health_beauty
5,computers_accessories
4,perfumery
5,telephony
5,cool_stuff
5,signaling_and_security
5,home_construction
5,home_construction
4,toys
1,sports_leisure
4,perfumery
4,perfumery
5,baby
5,garden_tools
1,computers_accessories
5,watches_gifts
2,sports_leisure
5,perfumery
5,bed_bath_table
5,sports_leisure
5,bed_bath_table
5,bed_bath_table
5,garden_tools
2,health_beauty
1,home_appliances
5,housewares
4,small_appliances
1,furniture_decor
5,toys
3,home_construction
2,luggage_accessories
5,drinks
4,furniture_decor
1,stationery
5,housewares
5,small_appliances
1,stationery
1,stationery
4,electronics
5,furniture_decor
3,computers_accessories
3,computers_accessories
5,computers_accessories
1,bed_bath_table
5,office_furniture
5,fashion_bags_accessories
5,food
5,books_technical
4,stationery
5,home_appliances
5,sports_leisure
2,watches_gifts
5,home_confort
5,auto
5,watches_gifts
5,sports_leisure
5,electronics
4,bed_bath_table
5,bed_bath_table
5,bed_bath_table
5,furniture_living_room
3,audio
5,furniture_decor
5,small_appliances
5,pet_shop
5,auto
5,toys
5,telephony
5,toys
5,stationery
5,watches_gifts
5,cool_stuff
3,bed_bath_table
4,telephony
1,perfumery
5,watches_gifts
1,computers_accessories
1,computers_accessories
5,perfumery
4,housewares
4,office_furniture
3,toys
1,musical_instruments
3,health_beauty
5,sports_leisure
5,sports_leisure
5,perfumery
5,baby
4,health_beauty
4,health_beauty
4,housewares
5,musical_instruments
4,cool_stuff
3,baby
5,home_confort
1,small_appliances_home_oven_and_coffee
3,garden_tools
3,garden_tools
5,sports_leisure
2,
5,bed_bath_table
1,electronics
1,electronics
1,electronics
5,health_beauty
1,computers_accessories
5,bed_bath_table
5,auto
4,cool_stuff
5,
5,housewares
5,toys
4,perfumery
5,sports_leisure
5,sports_leisure
5,stationery
3,bed_bath_table
5,health_beauty
4,bed_bath_table
4,computers_accessories
4,cool_stuff
3,bed_bath_table
1,baby
1,baby
1,baby
5,perfumery
5,consoles_games
1,garden_tools
5,computers_accessories
5,computers_accessories
5,computers_accessories
1,computers_accessories
1,computers_accessories
5,auto
4,garden_tools
1,office_furniture
2,sports_leisure
2,sports_leisure
5,telephony
5,toys
1,air_conditioning
5,watches_gifts
4,housewares
5,toys
5,stationery
5,perfumery
1,bed_bath_table
1,bed_bath_table
1,bed_bath_table
1,bed_bath_table
5,cine_photo
5,watches_gifts
1,bed_bath_table
5,perfumery
4,auto
5,garden_tools
5,cool_stuff
5,toys
5,auto
5,computers_accessories
1,watches_gifts
5,consoles_games
5,housewares
5,christmas_supplies
4,fashion_shoes
5,books_technical
5,industry_commerce_and_business
5,cool_stuff
5,home_appliances
5,watches_gifts
5,watches_gifts
3,electronics
5,construction_tools_construction
2,computers_accessories
1,furniture_decor
4,baby
1,office_furniture
5,furniture_decor
3,housewares
3,housewares
5,housewares
1,auto
2,musical_instruments
2,musical_instruments
5,health_beauty
5,toys
4,telephony
5,furniture_decor
1,electronics
4,auto
2,cool_stuff
5,sports_leisure
5,auto
5,sports_leisure
3,furniture_decor
5,garden_tools
5,auto
4,watches_gifts
4,furniture_decor
4,furniture_decor
5,health_beauty
1,auto
4,office_furniture
5,perfumery
5,perfumery
5,sports_leisure
5,stationery
4,musical_instruments
5,auto
5,bed_bath_table
4,watches_gifts
4,baby
5,sports_leisure
5,bed_bath_table
4,furniture_decor
5,stationery
5,furniture_decor
3,bed_bath_table
5,watches_gifts
5,books_technical
5,bed_bath_table
3,furniture_decor
5,sports_leisure
5,electronics
4,electronics
4,stationery
4,sports_leisure
4,sports_leisure
4,sports_leisure
3,computers_accessories
3,books_general_interest
5,watches_gifts
1,auto
5,telephony
5,telephony
5,bed_bath_table
5,bed_bath_table
1,furniture_decor
1,furniture_decor
5,sports_leisure
1,housewares
3,bed_bath_table
1,furniture_decor
1,bed_bath_table
4,housewares
1,market_place
1,housewares
1,watches_gifts
5,perfumery
4,baby
5,health_beauty
4,air_conditioning
5,watches_gifts
4,bed_bath_table
5,air_conditioning
5,garden_tools
5,sports_leisure
5,perfumery
1,toys
1,bed_bath_table
3,computers_accessories
5,telephony
5,
1,office_furniture
1,books_general_interest
5,bed_bath_table
5,sports_leisure
4,garden_tools
5,health_beauty
3,stationery
4,sports_leisure
4,sports_leisure
5,watches_gifts
5,computers_accessories
5,agro_industry_and_commerce
5,bed_bath_table
5,baby
3,furniture_decor
3,perfumery
5,housewares
5,baby
5,health_beauty
5,perfumery
5,baby
3,
5,small_appliances
5,fashion_bags_accessories
5,sports_leisure
5,watches_gifts
5,furniture_mattress_and_upholstery
4,baby
5,musical_instruments
3,office_furniture
5,furniture_decor
5,music
5,electronics
5,market_place
5,telephony
5,cool_stuff
5,consoles_games
4,health_beauty
5,housewares
5,computers_accessories
5,garden_tools
5,construction_tools_construction
5,health_beauty
5,auto
5,auto
5,garden_tools
1,cool_stuff
3,computers_accessories
5,housewares
4,home_confort
5,sports_leisure
5,watches_gifts
5,housewares
5,furniture_decor
2,cool_stuff
5,housewares
5,perfumery
5,telephony
3,bed_bath_table
5,furniture_decor
5,sports_leisure
5,auto
5,pet_shop
4,telephony
2,cool_stuff
2,consoles_games
5,toys
4,auto
5,perfumery
4,housewares
4,watches_gifts
1,watches_gifts
5,sports_leisure
4,computers_accessories
1,perfumery
3,housewares
5,sports_leisure
5,computers_accessories
4,auto
4,fashion_bags_accessories
5,health_beauty
5,art
4,computers_accessories
3,telephony
3,telephony
5,office_furniture
5,computers_accessories
3,health_beauty
1,bed_bath_table
1,bed_bath_table
5,perfumery
1,health_beauty
4,toys
5,bed_bath_table
5,sports_leisure
3,bed_bath_table
5,telephony
5,telephony
3,
1,computers_accessories
4,sports_leisure
4,
1,bed_bath_table
1,electronics
5,sports_leisure
5,health_beauty
3,housewares
3,housewares
5,housewares
5,telephony
1,garden_tools
1,garden_tools
4,fashion_bags_accessories
4,auto
5,computers_accessories
5,office_furniture
5,health_beauty
4,furniture_decor
4,furniture_decor
4,
4,sports_leisure
1,home_appliances_2
4,toys
5,furniture_decor
5,bed_bath_table
5,telephony
3,computers_accessories
5,health_beauty
1,housewares
5,stationery
5,health_beauty
1,furniture_bedroom
1,health_beauty
5,telephony
5,computers_accessories
1,sports_leisure
5,computers_accessories
5,bed_bath_table
5,computers_accessories
5,cool_stuff
5,computers_accessories
5,housewares
4,garden_tools
5,health_beauty
5,furniture_decor
4,computers_accessories
4,computers_accessories
5,la_cuisine
5,consoles_games
5,bed_bath_table
4,watches_gifts
5,watches_gifts
5,cool_stuff
4,cool_stuff
5,bed_bath_table
4,computers_accessories
5,bed_bath_table
5,home_comfort_2
1,computers_accessories
4,health_beauty
4,home_appliances
5,furniture_decor
5,furniture_decor
5,furniture_decor
5,furniture_decor
5,health_beauty
5,housewares
5,luggage_accessories
4,telephony
1,electronics
4,stationery
4,housewares
5,baby
5,bed_bath_table
3,small_appliances
5,cool_stuff
5,housewares
4,toys
5,luggage_accessories
1,baby
1,bed_bath_table
3,office_furniture
4,perfumery
4,health_beauty
4,health_beauty
4,home_confort
5,pet_shop
5,bed_bath_table
5,health_beauty
5,perfumery
5,toys
2,furniture_decor
4,market_place
5,computers_accessories
5,food
5,cool_stuff
5,telephony
5,telephony
5,telephony
3,watches_gifts
5,pet_shop
5,fashion_bags_accessories
4,health_beauty
5,fashion_bags_accessories
5,computers_accessories
5,computers_accessories
4,garden_tools
5,telephony
5,sports_leisure
5,furniture_decor
4,cool_stuff
5,health_beauty
5,air_conditioning
5,consoles_games
4,bed_bath_table
5,furniture_decor
5,cool_stuff
3,art
5,construction_tools_construction
5,furniture_decor
5,furniture_decor
5,furniture_decor
5,furniture_decor
5,bed_bath_table
5,bed_bath_table
5,furniture_decor
5,housewares
3,housewares
1,garden_tools
1,garden_tools
1,garden_tools
5,home_construction
5,furniture_decor
3,bed_bath_table
4,health_beauty
4,cool_stuff
5,bed_bath_table
5,computers_accessories
5,toys
5,toys
5,art
5,watches_gifts
5,stationery
5,health_beauty
4,watches_gifts
5,sports_leisure
2,telephony
5,computers
4,auto
4,sports_leisure
4,sports_leisure
1,bed_bath_table
4,bed_bath_table
5,cool_stuff
4,housewares
5,bed_bath_table
1,fashion_underwear_beach
1,
1,construction_tools_construction
1,construction_tools_construction
4,home_construction
4,watches_gifts
3,watches_gifts
5,office_furniture
5,furniture_decor
1,computers_accessories
5,musical_instruments
5,furniture_decor
5,sports_leisure
5,sports_leisure
5,perfumery
5,perfumery
5,bed_bath_table
1,garden_tools
5,telephony
5,housewares
5,watches_gifts
5,watches_gifts
1,watches_gifts
5,books_general_interest
5,furniture_decor
5,bed_bath_table
4,computers_accessories
5,market_place
5,market_place
4,books_technical
5,office_furniture
1,computers_accessories
1,consoles_games
5,health_beauty
5,garden_tools
3,construction_tools_construction
5,watches_gifts
5,watches_gifts
5,stationery
5,cool_stuff
1,health_beauty
4,fashion_bags_accessories
5,health_beauty
5,small_appliances
5,baby
5,bed_bath_table
1,telephony
1,stationery
5,small_appliances_home_oven_and_coffee
5,pet_shop
5,cool_stuff
5,telephony
5,auto
5,toys
5,health_beauty
5,toys
5,computers_accessories
4,agro_industry_and_commerce
1,stationery
1,stationery
5,watches_gifts
5,bed_bath_table
5,furniture_decor
1,telephony
4,housewares
2,consoles_games
5,cool_stuff
3,furniture_decor
4,construction_tools_construction
4,construction_tools_construction
4,construction_tools_construction
4,bed_bath_table
1,health_beauty
5,bed_bath_table
5,auto
4,bed_bath_table
5,baby
5,musical_instruments
5,toys
5,toys
4,computers_accessories
5,consoles_games
4,sports_leisure
4,sports_leisure
3,bed_bath_table
3,bed_bath_table
5,housewares
5,stationery
4,books_technical
4,sports_leisure
3,cool_stuff
1,auto
4,stationery
5,cool_stuff
1,bed_bath_table
5,telephony
5,bed_bath_table
1,sports_leisure
5,health_beauty
2,bed_bath_table
5,garden_tools
5,garden_tools
5,health_beauty
2,sports_leisure
5,pet_shop
3,toys
3,toys
5,computers_accessories
1,garden_tools
3,christmas_supplies
5,computers_accessories
5,bed_bath_table
4,housewares
5,housewares
5,housewares
4,baby
4,housewares
2,bed_bath_table
5,health_beauty
5,computers_accessories
5,bed_bath_table
5,bed_bath_table
5,furniture_decor
1,
4,sports_leisure
3,small_appliances
5,pet_shop
5,pet_shop
3,garden_tools
4,musical_instruments
5,health_beauty
5,housewares
5,office_furniture
5,pet_shop
4,art
5,furniture_decor
5,furniture_decor
5,furniture_decor
4,cool_stuff
5,watches_gifts
5,sports_leisure
5,health_beauty
5,bed_bath_table
5,bed_bath_table
5,bed_bath_table
5,bed_bath_table
4,garden_tools
1,auto
5,housewares
5,bed_bath_table
2,furniture_decor
5,computers
5,computers
5,computers
4,home_construction
5,construction_tools_lights
4,stationery
5,luggage_accessories
5,bed_bath_table
5,audio
1,garden_tools
1,furniture_decor
1,furniture_decor
3,consoles_games
5,electronics
1,cool_stuff
5,perfumery
5,watches_gifts
5,bed_bath_table
5,furniture_decor
5,sports_leisure
5,housewares
5,bed_bath_table
3,watches_gifts
5,consoles_games
5,baby
3,computers_accessories
5,fashion_bags_accessories
4,computers_accessories
5,baby
5,housewares
1,bed_bath_table
5,housewares
5,sports_leisure
3,watches_gifts
5,computers_accessories
5,telephony
2,computers_accessories
5,auto
1,
5,pet_shop
3,housewares
4,bed_bath_table
1,auto
1,auto
5,fashion_underwear_beach
5,baby
2,bed_bath_table
5,toys
5,furniture_decor
4,fashion_bags_accessories
3,market_place
2,health_beauty
2,telephony
5,computers_accessories
4,housewares
5,sports_leisure
5,sports_leisure
3,toys
5,books_general_interest
5,bed_bath_table
5,sports_leisure
1,stationery
4,furniture_decor
5,telephony
5,kitchen_dining_laundry_garden_furniture
5,furniture_decor
5,furniture_decor
1,perfumery
1,perfumery
4,furniture_decor
3,cool_stuff
5,furniture_decor
5,furniture_decor
3,housewares
5,perfumery
5,electronics
3,home_confort
5,baby
5,cool_stuff
5,auto
5,telephony
2,pet_shop
1,stationery
1,home_appliances_2
4,telephony
1,housewares
1,housewares
5,kitchen_dining_laundry_garden_furniture
5,housewares
5,housewares
5,computers_accessories
5,housewares
5,housewares
5,computers_accessories
5,computers_accessories
4,furniture_decor
5,baby
5,bed_bath_table
4,garden_tools
5,housewares
5,watches_gifts
3,computers_accessories
5,computers_accessories
5,stationery
1,luggage_accessories
1,housewares
5,bed_bath_table
1,
1,
1,
1,
1,
1,
1,furniture_decor
4,signaling_and_security
5,food_drink
5,auto
3,sports_leisure
5,cool_stuff
1,perfumery
4,stationery
5,
5,telephony
3,baby
5,health_beauty
1,furniture_decor
5,cool_stuff
5,auto
5,perfumery
5,perfumery
5,
1,toys
3,bed_bath_table
5,health_beauty
4,telephony
4,telephony
5,computers_accessories
5,perfumery
3,audio
5,health_beauty
2,
5,computers_accessories
5,computers_accessories
5,health_beauty
5,home_confort
4,garden_tools
5,consoles_games
2,construction_tools_safety
5,toys
5,telephony
5,dvds_blu_ray
5,auto
4,sports_leisure
5,computers_accessories
5,telephony
2,bed_bath_table
1,furniture_decor
4,computers_accessories
4,sports_leisure
4,sports_leisure
5,housewares
4,watches_gifts
5,watches_gifts
5,housewares
2,auto
1,perfumery
5,auto
5,fashion_bags_accessories
5,watches_gifts
5,bed_bath_table
5,furniture_decor
5,furniture_decor
1,bed_bath_table
5,baby
5,housewares
5,health_beauty
2,cool_stuff
2,watches_gifts
5,health_beauty
2,housewares
2,housewares
5,housewares
5,sports_leisure
5,perfumery
5,health_beauty
5,health_beauty
5,health_beauty
5,electronics
1,computers_accessories
1,computers_accessories
1,computers_accessories
1,computers_accessories
1,computers_accessories
5,stationery
3,stationery
4,housewares
5,housewares
5,furniture_living_room
4,cool_stuff
4,watches_gifts
5,costruction_tools_tools
1,perfumery
5,health_beauty
4,computers_accessories
4,computers_accessories
5,baby
5,furniture_decor
5,baby
5,perfumery
1,computers_accessories
5,health_beauty
1,bed_bath_table
5,bed_bath_table
5,telephony
3,bed_bath_table
2,auto
5,musical_instruments
5,health_beauty
5,telephony
5,audio
5,furniture_decor
2,health_beauty
5,bed_bath_table
5,telephony
4,health_beauty
5,furniture_decor
5,perfumery
5,watches_gifts
5,baby
5,garden_tools
5,housewares
5,housewares
5,watches_gifts
2,fashion_bags_accessories
2,fashion_bags_accessories
5,food
3,garden_tools
5,stationery
5,baby
5,housewares
4,watches_gifts
4,auto
4,cool_stuff
5,health_beauty
5,perfumery
5,perfumery
3,housewares
4,health_beauty
5,housewares
5,toys
4,housewares
5,computers_accessories
5,computers_accessories
4,stationery
5,telephony
5,bed_bath_table
3,home_appliances
5,housewares
5,furniture_decor
5,watches_gifts
5,watches_gifts
4,housewares
4,watches_gifts
4,sports_leisure
5,housewares
5,
3,sports_leisure
5,auto
4,electronics
5,furniture_decor
5,construction_tools_lights
2,telephony
5,housewares
5,watches_gifts
1,signaling_and_security
1,signaling_and_security
5,bed_bath_table
3,sports_leisure
2,consoles_games
3,health_beauty
4,health_beauty
5,bed_bath_table
5,housewares
4,telephony
5,bed_bath_table
5,bed_bath_table
5,electronics
5,computers_accessories
5,housewares
5,housewares
1,toys
5,
5,fashion_underwear_beach
4,telephony
1,fashion_bags_accessories
1,fashion_bags_accessories
2,furniture_decor
2,furniture_decor
5,watches_gifts
5,computers_accessories
3,baby
5,sports_leisure
5,baby
5,baby
5,bed_bath_table
1,furniture_decor
1,furniture_decor
1,furniture_decor
5,sports_leisure
5,toys
5,health_beauty
1,perfumery
1,perfumery
1,perfumery
5,electronics
5,furniture_decor
5,watches_gifts
4,housewares
4,toys
2,sports_leisure
5,health_beauty
4,watches_gifts
4,cool_stuff
5,telephony
5,health_beauty
2,bed_bath_table
2,bed_bath_table
5,perfumery
4,cool_stuff
5,garden_tools
5,telephony
5,toys
5,sports_leisure
3,auto
5,garden_tools
5,computers_accessories
5,toys
2,construction_tools_construction
5,auto
5,watches_gifts
5,stationery
4,baby
5,health_beauty
1,bed_bath_table
4,watches_gifts
4,watches_gifts
4,watches_gifts
4,watches_gifts
4,stationery
3,sports_leisure
4,watches_gifts
5,perfumery
5,pet_shop
5,computers_accessories
5,garden_tools
1,perfumery
1,perfumery
5,cool_stuff
5,furniture_decor
5,baby
5,computers_accessories
4,bed_bath_table
4,bed_bath_table
5,toys
4,baby
4,fashion_bags_accessories
1,pet_shop
5,watches_gifts
1,stationery
1,telephony
4,telephony
5,bed_bath_table
3,telephony
3,health_beauty
5,sports_leisure
5,sports_leisure
5,sports_leisure
5,sports_leisure
4,computers
3,housewares
5,garden_tools
3,bed_bath_table
3,housewares
5,bed_bath_table
5,housewares
4,perfumery
3,fashion_underwear_beach
5,electronics
5,baby
5,watches_gifts
4,computers_accessories
5,health_beauty
3,housewares
5,housewares
5,computers_accessories
1,computers_accessories
1,telephony
5,watches_gifts
5,baby
5,sports_leisure
5,electronics
1,computers_accessories
5,health_beauty
5,watches_gifts
5,furniture_decor
5,housewares
5,health_beauty
5,perfumery
1,sports_leisure
5,health_beauty
4,telephony
4,telephony
3,health_beauty
5,health_beauty
5,home_appliances_2
4,electronics
5,consoles_games
5,computers
4,fashion_bags_accessories
5,perfumery
5,bed_bath_table
5,bed_bath_table
1,stationery
4,telephony
5,sports_leisure
5,health_beauty
4,health_beauty
5,food_drink
5,food_drink
5,food_drink
5,toys
5,housewares
5,housewares
4,sports_leisure
3,housewares
5,furniture_decor
5,housewares
5,construction_tools_safety
2,small_appliances
4,garden_tools
5,toys
5,toys
4,watches_gifts
3,bed_bath_table
5,stationery
1,bed_bath_table
1,baby
5,construction_tools_lights
5,furniture_decor
5,perfumery
5,electronics
4,perfumery
4,perfumery
5,health_beauty
5,auto
4,watches_gifts
5,health_beauty
5,computers_accessories
5,telephony
5,watches_gifts
5,health_beauty
1,bed_bath_table
5,health_beauty
5,consoles_games
4,bed_bath_table
3,construction_tools_construction
5,pet_shop
3,bed_bath_table
5,housewares
5,telephony
5,bed_bath_table
